State,Rating_Area,County,COUNTY2,Zip,Market_Geographic_Rating_Divisions,FFM,State_Abb,FIPS
Iowa,Rating Area 3,Sac,SAC,NULL,Counties,1,IA,19161
Iowa,Rating Area 3,Sioux,SIOUX,NULL,Counties,1,IA,19167
Iowa,Rating Area 3,Woodbury,WOODBURY,NULL,Counties,1,IA,19193
Iowa,Rating Area 4,Adair,ADAIR,NULL,Counties,1,IA,19001
Iowa,Rating Area 4,Adams,ADAMS,NULL,Counties,1,IA,19003
Iowa,Rating Area 4,Audubon,AUDUBON,NULL,Counties,1,IA,19009
Iowa,Rating Area 4,Cass,CASS,NULL,Counties,1,IA,19029
Iowa,Rating Area 4,Clarke,CLARKE,NULL,Counties,1,IA,19039
Iowa,Rating Area 4,Decatur,DECATUR,NULL,Counties,1,IA,19053
Iowa,Rating Area 4,Fremont,FREMONT,NULL,Counties,1,IA,19071
Iowa,Rating Area 4,Guthrie,GUTHRIE,NULL,Counties,1,IA,19077
Iowa,Rating Area 4,Harrison,HARRISON,NULL,Counties,1,IA,19085
Iowa,Rating Area 4,Mills,MILLS,NULL,Counties,1,IA,19129
Iowa,Rating Area 4,Montgomery,MONTGOMERY,NULL,Counties,1,IA,19137
Iowa,Rating Area 4,Page,PAGE,NULL,Counties,1,IA,19145
Iowa,Rating Area 4,Pottawattamie,POTTAWATTAMIE,NULL,Counties,1,IA,19155
Iowa,Rating Area 4,Ringgold,RINGGOLD,NULL,Counties,1,IA,19159
Iowa,Rating Area 4,Shelby,SHELBY,NULL,Counties,1,IA,19165
Iowa,Rating Area 4,Taylor,TAYLOR,NULL,Counties,1,IA,19173
Iowa,Rating Area 4,Union,UNION,NULL,Counties,1,IA,19175
Iowa,Rating Area 5,Appanoose,APPANOOSE,NULL,Counties,1,IA,19007
Iowa,Rating Area 5,Davis,DAVIS,NULL,Counties,1,IA,19051
Iowa,Rating Area 5,Des Moines,DES MOINES,NULL,Counties,1,IA,19057
Iowa,Rating Area 5,Henry,HENRY,NULL,Counties,1,IA,19087
Iowa,Rating Area 5,Jefferson,JEFFERSON,NULL,Counties,1,IA,19101
Iowa,Rating Area 5,Keokuk,KEOKUK,NULL,Counties,1,IA,19107
Iowa,Rating Area 5,Lee,LEE,NULL,Counties,1,IA,19111
Iowa,Rating Area 5,Louisa,LOUISA,NULL,Counties,1,IA,19115
Iowa,Rating Area 5,Lucas,LUCAS,NULL,Counties,1,IA,19117
Iowa,Rating Area 5,Mahaska,MAHASKA,NULL,Counties,1,IA,19123
Iowa,Rating Area 5,Monroe,MONROE,NULL,Counties,1,IA,19135
Iowa,Rating Area 5,Muscatine,MUSCATINE,NULL,Counties,1,IA,19139
Iowa,Rating Area 5,Van Buren,VAN BUREN,NULL,Counties,1,IA,19177
Iowa,Rating Area 5,Wapello,WAPELLO,NULL,Counties,1,IA,19179
Iowa,Rating Area 5,Washington,WASHINGTON,NULL,Counties,1,IA,19183
Iowa,Rating Area 5,Wayne,WAYNE,NULL,Counties,1,IA,19185
Iowa,Rating Area 6,Benton,BENTON,NULL,Counties,1,IA,19011
Iowa,Rating Area 6,Black Hawk,BLACK HAWK,NULL,Counties,1,IA,19013
Iowa,Rating Area 6,Buchanan,BUCHANAN,NULL,Counties,1,IA,19019
Iowa,Rating Area 6,Cedar,CEDAR,NULL,Counties,1,IA,19031
Iowa,Rating Area 6,Clayton,CLAYTON,NULL,Counties,1,IA,19043
Iowa,Rating Area 6,Clinton,CLINTON,NULL,Counties,1,IA,19045
Iowa,Rating Area 6,Delaware,DELAWARE,NULL,Counties,1,IA,19055
Iowa,Rating Area 6,Dubuque,DUBUQUE,NULL,Counties,1,IA,19061
Iowa,Rating Area 6,Iowa,IOWA,NULL,Counties,1,IA,19095
Iowa,Rating Area 6,Jackson,JACKSON,NULL,Counties,1,IA,19097
Iowa,Rating Area 6,Johnson,JOHNSON,NULL,Counties,1,IA,19103
Iowa,Rating Area 6,Jones,JONES,NULL,Counties,1,IA,19105
Iowa,Rating Area 6,Linn,LINN,NULL,Counties,1,IA,19113
Iowa,Rating Area 6,Scott,SCOTT,NULL,Counties,1,IA,19163
Iowa,Rating Area 7,Allamakee,ALLAMAKEE,NULL,Counties,1,IA,19005
Iowa,Rating Area 7,Bremer,BREMER,NULL,Counties,1,IA,19017
Iowa,Rating Area 7,Butler,BUTLER,NULL,Counties,1,IA,19023
Iowa,Rating Area 7,Cerro Gordo,CERRO GORDO,NULL,Counties,1,IA,19033
Iowa,Rating Area 7,Chickasaw,CHICKASAW,NULL,Counties,1,IA,19037
Iowa,Rating Area 7,Emmet,EMMET,NULL,Counties,1,IA,19063
Iowa,Rating Area 7,Fayette,FAYETTE,NULL,Counties,1,IA,19065
Iowa,Rating Area 7,Floyd,FLOYD,NULL,Counties,1,IA,19067
Iowa,Rating Area 7,Franklin,FRANKLIN,NULL,Counties,1,IA,19069
Iowa,Rating Area 7,Hancock,HANCOCK,NULL,Counties,1,IA,19081
Iowa,Rating Area 7,Howard,HOWARD,NULL,Counties,1,IA,19089
Iowa,Rating Area 7,Humboldt,HUMBOLDT,NULL,Counties,1,IA,19091
Iowa,Rating Area 7,Kossuth,KOSSUTH,NULL,Counties,1,IA,19109
Iowa,Rating Area 7,Mitchell,MITCHELL,NULL,Counties,1,IA,19131
Iowa,Rating Area 7,Winnebago,WINNEBAGO,NULL,Counties,1,IA,19189
Iowa,Rating Area 7,Winneshiek,WINNESHIEK,NULL,Counties,1,IA,19191
Iowa,Rating Area 7,Worth,WORTH,NULL,Counties,1,IA,19195
Iowa,Rating Area 7,Wright,WRIGHT,NULL,Counties,1,IA,19197
Kansas,Rating Area 1,Leavenworth,LEAVENWORTH,NULL,Counties,1,KS,20103
Kansas,Rating Area 1,Wyandotte,WYANDOTTE,NULL,Counties,1,KS,20209
Kansas,Rating Area 1,Johnson,JOHNSON,NULL,Counties,1,KS,20091
Kansas,Rating Area 1,Miami,MIAMI,NULL,Counties,1,KS,20121
Kansas,Rating Area 2,Marshall,MARSHALL,NULL,Counties,1,KS,20117
Kansas,Rating Area 2,Nemaha,NEMAHA,NULL,Counties,1,KS,20131
Kansas,Rating Area 2,Brown,BROWN,NULL,Counties,1,KS,20013
Kansas,Rating Area 2,Doniphan,DONIPHAN,NULL,Counties,1,KS,20043
Kansas,Rating Area 2,Pottawatomie,POTTAWATTAMIE,NULL,Counties,1,KS,20149
Kansas,Rating Area 2,Jackson,JACKSON,NULL,Counties,1,KS,20085
Kansas,Rating Area 2,Atchison,ATCHISON,NULL,Counties,1,KS,20005
Kansas,Rating Area 2,Wabaunsee,WABAUNSEE,NULL,Counties,1,KS,20197
Kansas,Rating Area 2,Shawnee,SHAWNEE,NULL,Counties,1,KS,20177
Kansas,Rating Area 2,Jefferson,JEFFERSON,NULL,Counties,1,KS,20087
Kansas,Rating Area 2,Lyon,LYON,NULL,Counties,1,KS,20111
Kansas,Rating Area 2,Osage,OSAGE,NULL,Counties,1,KS,20139
Kansas,Rating Area 2,Douglas,DOUGLAS,NULL,Counties,1,KS,20045
Kansas,Rating Area 2,Franklin,FRANKLIN,NULL,Counties,1,KS,20059
Kansas,Rating Area 2,Coffey,COFFEY,NULL,Counties,1,KS,20031
Kansas,Rating Area 2,Anderson,ANDERSON,NULL,Counties,1,KS,20003
Kansas,Rating Area 2,Linn,LINN,NULL,Counties,1,KS,20107
Kansas,Rating Area 3,Jewell,JEWELL,NULL,Counties,1,KS,20089
Kansas,Rating Area 3,Republic,REPUBLIC,NULL,Counties,1,KS,20157
Kansas,Rating Area 3,Washington,WASHINGTON,NULL,Counties,1,KS,20201
Kansas,Rating Area 3,Mitchell,MITCHELL,NULL,Counties,1,KS,20123
Kansas,Rating Area 3,Cloud,CLOUD,NULL,Counties,1,KS,20029
Kansas,Rating Area 3,Clay,CLAY,NULL,Counties,1,KS,20027
Kansas,Rating Area 3,Riley,RILEY,NULL,Counties,1,KS,20161
Kansas,Rating Area 3,Lincoln,LINCOLN,NULL,Counties,1,KS,20105
Kansas,Rating Area 3,Ottawa,OTTAWA,NULL,Counties,1,KS,20143
Kansas,Rating Area 3,Ellsworth,ELLSWORTH,NULL,Counties,1,KS,20053
Kansas,Rating Area 3,Saline,SALINE,NULL,Counties,1,KS,20169
Kansas,Rating Area 3,Dickinson,DICKINSON,NULL,Counties,1,KS,20041
Kansas,Rating Area 3,Geary,GEARY,NULL,Counties,1,KS,20061
Kansas,Rating Area 3,Morris,MORRIS,NULL,Counties,1,KS,20127
Kansas,Rating Area 4,Cheyenne,CHEYENNE,NULL,Counties,1,KS,20023
Kansas,Rating Area 4,Rawlins,RAWLINS,NULL,Counties,1,KS,20153
Kansas,Rating Area 4,Decatur,DECATUR,NULL,Counties,1,KS,20039
Kansas,Rating Area 4,Norton,NORTON,NULL,Counties,1,KS,20137
Kansas,Rating Area 4,Phillips,PHILLIPS,NULL,Counties,1,KS,20147
Kansas,Rating Area 4,Smith,SMITH,NULL,Counties,1,KS,20183
Kansas,Rating Area 4,Sherman,SHERMAN,NULL,Counties,1,KS,20181
Kansas,Rating Area 4,Thomas,THOMAS,NULL,Counties,1,KS,20193
Kansas,Rating Area 4,Sheridan,SHERIDAN,NULL,Counties,1,KS,20179
Kansas,Rating Area 4,Graham,GRAHAM,NULL,Counties,1,KS,20065
Kansas,Rating Area 4,Rooks,ROOKS,NULL,Counties,1,KS,20163
Kansas,Rating Area 4,Osborne,OSBORNE,NULL,Counties,1,KS,20141
Kansas,Rating Area 4,Wallace,WALLACE,NULL,Counties,1,KS,20199
Kansas,Rating Area 4,Logan,LOGAN,NULL,Counties,1,KS,20109
Kansas,Rating Area 4,Gove,GOVE,NULL,Counties,1,KS,20063
Kansas,Rating Area 4,Trego,TREGO,NULL,Counties,1,KS,20195
Kansas,Rating Area 4,Ellis,ELLIS,NULL,Counties,1,KS,20051
Kansas,Rating Area 4,Russell,RUSSELL,NULL,Counties,1,KS,20167
Kansas,Rating Area 4,Greeley,GREELEY,NULL,Counties,1,KS,20071
Kansas,Rating Area 4,Wichita,WICHITA,NULL,Counties,1,KS,20203
Kansas,Rating Area 4,Scott,SCOTT,NULL,Counties,1,KS,20171
Kansas,Rating Area 4,Lane,LANE,NULL,Counties,1,KS,20101
Kansas,Rating Area 4,Ness,NESS,NULL,Counties,1,KS,20135
Kansas,Rating Area 4,Rush,RUSH,NULL,Counties,1,KS,20165
Kansas,Rating Area 4,Barton,BARTON,NULL,Counties,1,KS,20009
Kansas,Rating Area 5,Hamilton,HAMILTON,NULL,Counties,1,KS,20075
Kansas,Rating Area 5,Kearny,KEARNY,NULL,Counties,1,KS,20093
Kansas,Rating Area 5,Finney,FINNEY,NULL,Counties,1,KS,20055
Kansas,Rating Area 5,Hodgeman,HODGEMAN,NULL,Counties,1,KS,20083
Kansas,Rating Area 5,Pawnee,PAWNEE,NULL,Counties,1,KS,20145
Kansas,Rating Area 5,Stafford,STAFFORD,NULL,Counties,1,KS,20185
Kansas,Rating Area 5,Stanton,STANTON,NULL,Counties,1,KS,20187
Kansas,Rating Area 5,Grant,GRANT,NULL,Counties,1,KS,20067
Kansas,Rating Area 5,Haskell,HASKELL,NULL,Counties,1,KS,20081
Kansas,Rating Area 5,Gray,GRAY,NULL,Counties,1,KS,20069
Kansas,Rating Area 5,Ford,FORD,NULL,Counties,1,KS,20057
Kansas,Rating Area 5,Edwards,EDWARDS,NULL,Counties,1,KS,20047
Kansas,Rating Area 5,Kiowa,KIOWA,NULL,Counties,1,KS,20097
Kansas,Rating Area 5,Pratt,PRATT,NULL,Counties,1,KS,20151
Kansas,Rating Area 5,Morton,MORTON,NULL,Counties,1,KS,20129
Kansas,Rating Area 5,Stevens,STEVENS,NULL,Counties,1,KS,20189
Kansas,Rating Area 5,Seward,SEWARD,NULL,Counties,1,KS,20175
Kansas,Rating Area 5,Meade,MEADE,NULL,Counties,1,KS,20119
Kansas,Rating Area 5,Clark,CLARK,NULL,Counties,1,KS,20025
Kansas,Rating Area 5,Comanche,COMANCHE,NULL,Counties,1,KS,20033
Kansas,Rating Area 5,Barber,BARBER,NULL,Counties,1,KS,20007
Kansas,Rating Area 6,Rice,RICE,NULL,Counties,1,KS,20159
Kansas,Rating Area 6,Reno,RENO,NULL,Counties,1,KS,20155
Kansas,Rating Area 6,Kingman,KINGMAN,NULL,Counties,1,KS,20095
Kansas,Rating Area 6,Harper,HARPER,NULL,Counties,1,KS,20077
Kansas,Rating Area 6,McPherson,MCPHERSON,NULL,Counties,1,KS,20113
Kansas,Rating Area 6,Harvey,HARVEY,NULL,Counties,1,KS,20079
Kansas,Rating Area 6,Sedgwick,SEDGWICK,NULL,Counties,1,KS,20173
Kansas,Rating Area 6,Sumner,SUMNER,NULL,Counties,1,KS,20191
Kansas,Rating Area 6,Marion,MARION,NULL,Counties,1,KS,20115
Kansas,Rating Area 6,Butler,BUTLER,NULL,Counties,1,KS,20015
Kansas,Rating Area 6,Cowley,COWLEY,NULL,Counties,1,KS,20035
Kansas,Rating Area 6,Chase,CHASE,NULL,Counties,1,KS,20017
Kansas,Rating Area 6,Greenwood,GREENWOOD,NULL,Counties,1,KS,20073
Kansas,Rating Area 6,Elk,ELK,NULL,Counties,1,KS,20049
Kansas,Rating Area 6,Chautauqua,CHAUTAUGUA,NULL,Counties,1,KS,20019
Kansas,Rating Area 6,Wilson,WILSON,NULL,Counties,1,KS,20205
Kansas,Rating Area 6,Montgomery,MONTGOMERY,NULL,Counties,1,KS,20125
Kansas,Rating Area 7,Woodson,WOODSON,NULL,Counties,1,KS,20207
Kansas,Rating Area 7,Allen,ALLEN,NULL,Counties,1,KS,20001
Kansas,Rating Area 7,Neosho,NEOSHO,NULL,Counties,1,KS,20133
Kansas,Rating Area 7,Labette,LABETTE,NULL,Counties,1,KS,20099
Kansas,Rating Area 7,Bourbon,BOURBON,NULL,Counties,1,KS,20011
Kansas,Rating Area 7,Crawford,CRAWFORD,NULL,Counties,1,KS,20037
Kansas,Rating Area 7,Cherokee,CHEROKEE,NULL,Counties,1,KS,20021
Kentucky,Rating Area 1,Ballard,BALLARD,NULL,Counties,0,KY,21007
Kentucky,Rating Area 1,Caldwell,CALDWELL,NULL,Counties,0,KY,21033
Kentucky,Rating Area 1,Calloway,CALLOWAY,NULL,Counties,0,KY,21035
Kentucky,Rating Area 1,Carlisle,CARLISLE,NULL,Counties,0,KY,21039
Kentucky,Rating Area 1,Crittenden,CRITTENDEN,NULL,Counties,0,KY,21055
Kentucky,Rating Area 1,Fulton,FULTON,NULL,Counties,0,KY,21075
Kentucky,Rating Area 1,Graves,GRAVES,NULL,Counties,0,KY,21083
Kentucky,Rating Area 1,Hickman,HICKMAN,NULL,Counties,0,KY,21105
Kentucky,Rating Area 1,Livingston,LIVINGSTON,NULL,Counties,0,KY,21139
Kentucky,Rating Area 1,Lyon,LYON,NULL,Counties,0,KY,21143
Kentucky,Rating Area 1,Marshall,MARSHALL,NULL,Counties,0,KY,21157
Kentucky,Rating Area 1,McCracken,MCCRACKEN,NULL,Counties,0,KY,21145
Kentucky,Rating Area 2,Christian,CHRISTIAN,NULL,Counties,0,KY,21047
Kentucky,Rating Area 2,Daviess,DAVIESS,NULL,Counties,0,KY,21059
Kentucky,Rating Area 2,Hancock,HANCOCK,NULL,Counties,0,KY,21091
Kentucky,Rating Area 2,Henderson,HENDERSON,NULL,Counties,0,KY,21101
Kentucky,Rating Area 2,Hopkins,HOPKINS,NULL,Counties,0,KY,21107
Kentucky,Rating Area 2,McLean,MCLEAN,NULL,Counties,0,KY,21149
Kentucky,Rating Area 2,Muhlenberg,MUHLENBERG,NULL,Counties,0,KY,21177
Kentucky,Rating Area 2,Ohio,OHIO,NULL,Counties,0,KY,21183
Kentucky,Rating Area 2,Trigg,TRIGG,NULL,Counties,0,KY,21221
Kentucky,Rating Area 2,Todd,TODD,NULL,Counties,0,KY,21219
Kentucky,Rating Area 2,Union,UNION,NULL,Counties,0,KY,21225
Kentucky,Rating Area 2,Webster,WEBSTER,NULL,Counties,0,KY,21233
Kentucky,Rating Area 3,Breckinridge,BRECKINRIDGE,NULL,Counties,0,KY,21027
Kentucky,Rating Area 3,Bullitt,BULLITT,NULL,Counties,0,KY,21029
Kentucky,Rating Area 3,Carroll,CARROLL,NULL,Counties,0,KY,21041
Kentucky,Rating Area 3,Grayson,GRAYSON,NULL,Counties,0,KY,21085
Kentucky,Rating Area 3,Hardin,HARDIN,NULL,Counties,0,KY,21093
Kentucky,Rating Area 3,Henry,HENRY,NULL,Counties,0,KY,21103
Kentucky,Rating Area 3,Jefferson,JEFFERSON,NULL,Counties,0,KY,21111
Kentucky,Rating Area 3,Larue,LARUE,NULL,Counties,0,KY,21123
Kentucky,Rating Area 3,Marion,MARION,NULL,Counties,0,KY,21155
Kentucky,Rating Area 3,Meade,MEADE,NULL,Counties,0,KY,21163
Kentucky,Rating Area 3,Nelson,NELSON,NULL,Counties,0,KY,21179
Kentucky,Rating Area 3,Oldham,OLDHAM,NULL,Counties,0,KY,21185
Kentucky,Rating Area 3,Shelby,SHELBY,NULL,Counties,0,KY,21211
Kentucky,Rating Area 3,Spencer,SPENCER,NULL,Counties,0,KY,21215
Kentucky,Rating Area 3,Trimble,TRIMBLE,NULL,Counties,0,KY,21223
Kentucky,Rating Area 3,Washington,WASHINGTON,NULL,Counties,0,KY,21229
Kentucky,Rating Area 4,Adair,ADAIR,NULL,Counties,0,KY,21001
Kentucky,Rating Area 4,Allen,ALLEN,NULL,Counties,0,KY,21003
Kentucky,Rating Area 4,Barren,BARREN,NULL,Counties,0,KY,21009
Kentucky,Rating Area 4,Butler,BUTLER,NULL,Counties,0,KY,21031
Kentucky,Rating Area 4,Casey,CASEY,NULL,Counties,0,KY,21045
Kentucky,Rating Area 4,Clinton,CLINTON,NULL,Counties,0,KY,21053
Kentucky,Rating Area 4,Cumberland,CUMBERLAND,NULL,Counties,0,KY,21057
Kentucky,Rating Area 4,Edmonson,EDMONSON,NULL,Counties,0,KY,21061
Kentucky,Rating Area 4,Green,GREEN,NULL,Counties,0,KY,21087
Kentucky,Rating Area 4,Hart,HART,NULL,Counties,0,KY,21099
Kentucky,Rating Area 4,Logan,LOGAN,NULL,Counties,0,KY,21141
Kentucky,Rating Area 4,McCreary,MCCREARY,NULL,Counties,0,KY,21147
Kentucky,Rating Area 4,Metcalfe,METCALFE,NULL,Counties,0,KY,21169
Kentucky,Rating Area 4,Monroe,MONROE,NULL,Counties,0,KY,21171
Kentucky,Rating Area 4,Pulaski,PULASKI,NULL,Counties,0,KY,21199
Kentucky,Rating Area 4,Russell,RUSSELL,NULL,Counties,0,KY,21207
Kentucky,Rating Area 4,Simpson,SIMPSON,NULL,Counties,0,KY,21213
Kentucky,Rating Area 4,Taylor,TAYLOR,NULL,Counties,0,KY,21217
Kentucky,Rating Area 4,Warren,WARREN,NULL,Counties,0,KY,21227
Kentucky,Rating Area 4,Wayne,WAYNE,NULL,Counties,0,KY,21231
Kentucky,Rating Area 5,Anderson,ANDERSON,NULL,Counties,0,KY,21005
Kentucky,Rating Area 5,Bourbon,BOURBON,NULL,Counties,0,KY,21017
Kentucky,Rating Area 5,Boyle,BOYLE,NULL,Counties,0,KY,21021
Kentucky,Rating Area 5,Clark,CLARK,NULL,Counties,0,KY,21049
Kentucky,Rating Area 5,Estill,ESTILL,NULL,Counties,0,KY,21065
Kentucky,Rating Area 5,Fayette,FAYETTE,NULL,Counties,0,KY,21067
Kentucky,Rating Area 5,Franklin,FRANKLIN,NULL,Counties,0,KY,21073
Kentucky,Rating Area 5,Garrard,GARRARD,NULL,Counties,0,KY,21079
Kentucky,Rating Area 5,Harrison,HARRISON,NULL,Counties,0,KY,21097
Kentucky,Rating Area 5,Jackson,JACKSON,NULL,Counties,0,KY,21109
Kentucky,Rating Area 5,Jessamine,JESSAMINE,NULL,Counties,0,KY,21113
Kentucky,Rating Area 5,Lincoln,LINCOLN,NULL,Counties,0,KY,21137
Kentucky,Rating Area 5,Madison,MADISON,NULL,Counties,0,KY,21151
Kentucky,Rating Area 5,Mercer,MERCER,NULL,Counties,0,KY,21167
Kentucky,Rating Area 5,Montgomery,MONTGOMERY,NULL,Counties,0,KY,21173
Kentucky,Rating Area 5,Nicholas,NICHOLAS,NULL,Counties,0,KY,21181
Kentucky,Rating Area 5,Owen,OWEN,NULL,Counties,0,KY,21187
Kentucky,Rating Area 5,Powell,POWELL,NULL,Counties,0,KY,21197
Kentucky,Rating Area 5,Rockcastle,ROCKCASTLE,NULL,Counties,0,KY,21203
Kentucky,Rating Area 5,Scott,SCOTT,NULL,Counties,0,KY,21209
Kentucky,Rating Area 5,Woodford,WOODFORD,NULL,Counties,0,KY,21239
Kentucky,Rating Area 6,Boone,BOONE,NULL,Counties,0,KY,21015
Kentucky,Rating Area 6,Campbell,CAMPBELL,NULL,Counties,0,KY,21037
Kentucky,Rating Area 6,Gallatin,GALLATIN,NULL,Counties,0,KY,21077
Kentucky,Rating Area 6,Grant,GRANT,NULL,Counties,0,KY,21081
Kentucky,Rating Area 6,Kenton,KENTON,NULL,Counties,0,KY,21117
Kentucky,Rating Area 6,Pendleton,PENDLETON,NULL,Counties,0,KY,21191
Kentucky,Rating Area 7,Bath,BATH,NULL,Counties,0,KY,21011
Kentucky,Rating Area 7,Boyd,BOYD,NULL,Counties,0,KY,21019
Kentucky,Rating Area 7,Bracken,BRACKEN,NULL,Counties,0,KY,21023
Kentucky,Rating Area 7,Carter,CARTER,NULL,Counties,0,KY,21043
Kentucky,Rating Area 7,Elliott,ELLIOTT,NULL,Counties,0,KY,21063
Kentucky,Rating Area 7,Fleming,FLEMING,NULL,Counties,0,KY,21069
Kentucky,Rating Area 7,Greenup,GREENUP,NULL,Counties,0,KY,21089
Kentucky,Rating Area 7,Lawrence,LAWRENCE,NULL,Counties,0,KY,21127
Kentucky,Rating Area 7,Lewis,LEWIS,NULL,Counties,0,KY,21135
Kentucky,Rating Area 7,Mason,MASON,NULL,Counties,0,KY,21161
Kentucky,Rating Area 7,Menifee,MENIFEE,NULL,Counties,0,KY,21165
Kentucky,Rating Area 7,Morgan,MORGAN,NULL,Counties,0,KY,21175
Kentucky,Rating Area 7,Robertson,ROBERTSON,NULL,Counties,0,KY,21201
Kentucky,Rating Area 7,Rowan,ROWAN,NULL,Counties,0,KY,21205
Kentucky,Rating Area 8,Bell,BELL,NULL,Counties,0,KY,21013
Kentucky,Rating Area 8,Breathitt,BREATHITT,NULL,Counties,0,KY,21025
Kentucky,Rating Area 8,Clay,CLAY,NULL,Counties,0,KY,21051
Kentucky,Rating Area 8,Floyd,FLOYD,NULL,Counties,0,KY,21071
Kentucky,Rating Area 8,Harlan,HARLAN,NULL,Counties,0,KY,21095
Kentucky,Rating Area 8,Johnson,JOHNSON,NULL,Counties,0,KY,21115
Kentucky,Rating Area 8,Knott,KNOTT,NULL,Counties,0,KY,21119
Kentucky,Rating Area 8,Knox,KNOX,NULL,Counties,0,KY,21121
Kentucky,Rating Area 8,Laurel,LAUREL,NULL,Counties,0,KY,21125
Kentucky,Rating Area 8,Lee,LEE,NULL,Counties,0,KY,21129
Kentucky,Rating Area 8,Leslie,LESLIE,NULL,Counties,0,KY,21131
Kentucky,Rating Area 8,Letcher,LETCHER,NULL,Counties,0,KY,21133
Kentucky,Rating Area 8,Magoffin,MAGOFFIN,NULL,Counties,0,KY,21153
Kentucky,Rating Area 8,Martin,MARTIN,NULL,Counties,0,KY,21159
Kentucky,Rating Area 8,Owsley,OWSLEY,NULL,Counties,0,KY,21189
Kentucky,Rating Area 8,Perry,PERRY,NULL,Counties,0,KY,21193
Kentucky,Rating Area 8,Pike,PIKE,NULL,Counties,0,KY,21195
Kentucky,Rating Area 8,Whitley,WHITLEY,NULL,Counties,0,KY,21235
Kentucky,Rating Area 8,Wolfe,WOLFE,NULL,Counties,0,KY,21237
Louisiana,Rating Area 1,Orleans Parish,ORLEANS,NULL,Counties,1,LA,22071
Louisiana,Rating Area 1,St. Bernard Parish,SAINT BERNARD,NULL,Counties,1,LA,22087
Louisiana,Rating Area 1,Plaquemines Parish,PLAQUEMINES,NULL,Counties,1,LA,22075
Louisiana,Rating Area 1,Jefferson Parish,JEFFERSON PARISH,NULL,Counties,1,LA,22051
Louisiana,Rating Area 1,St. Charles Parish,SAINT CHARLE,NULL,Counties,1,LA,22089
Louisiana,Rating Area 1,St. John the Baptist Parish,ST JOHN THE BAPTIST,NULL,Counties,1,LA,22095
Louisiana,Rating Area 1,St. James Parish,SAINT JAMES,NULL,Counties,1,LA,22093
Louisiana,Rating Area 1,St. Tammany Parish,SAINT TAMMANY,NULL,Counties,1,LA,22103
Louisiana,Rating Area 2,Lafourche Parish,LAFOURCHE,NULL,Counties,1,LA,22057
Louisiana,Rating Area 2,Terrebonne Parish,TERREBONNE,NULL,Counties,1,LA,22109
Louisiana,Rating Area 2,Assumption Parish,ASSUMPTION,NULL,Counties,1,LA,22007
Louisiana,Rating Area 3,Lafayette Parish,LAFAYETTE,NULL,Counties,1,LA,22055
Louisiana,Rating Area 3,St. Martin Parish,SAINT MARTIN,NULL,Counties,1,LA,22099
Louisiana,Rating Area 3,St. Mary Parish,SAINT MARY,NULL,Counties,1,LA,22101
Louisiana,Rating Area 3,Iberia Parish,IBERIA,NULL,Counties,1,LA,22045
Louisiana,Rating Area 3,Vermilion Parish,VERMILLION,NULL,Counties,1,LA,22113
Louisiana,Rating Area 3,Acadia Parish,ACADIA,NULL,Counties,1,LA,22001
Louisiana,Rating Area 3,St. Landry Parish,SAINT LANDRY,NULL,Counties,1,LA,22097
Louisiana,Rating Area 3,Evangeline Parish,EVANGELINE,NULL,Counties,1,LA,22039
Louisiana,Rating Area 4,Cameron Parish,CAMERON,NULL,Counties,1,LA,22023
Louisiana,Rating Area 4,Jefferson Davis Parish,JEFFERSON,NULL,Counties,1,LA,22053
Louisiana,Rating Area 4,Calcasieu Parish,CALCASIEU,NULL,Counties,1,LA,22019
Louisiana,Rating Area 4,Allen Parish,ALLEN,NULL,Counties,1,LA,22003
Louisiana,Rating Area 4,Beauregard Parish,BEAUREGARD,NULL,Counties,1,LA,22011
Louisiana,Rating Area 5,East Baton Rouge Parish,EAST BATON ROUGE,NULL,Counties,1,LA,22033
Louisiana,Rating Area 5,West Baton Rouge Parish,WEST BATON ROUGH,NULL,Counties,1,LA,22121
Louisiana,Rating Area 5,Iberville Parish,IBERVILLE,NULL,Counties,1,LA,22047
Louisiana,Rating Area 5,Pointe Coupee Parish,POINTE,NULL,Counties,1,LA,22077
Louisiana,Rating Area 5,West Feliciana Parish,WEST FELICIANA,NULL,Counties,1,LA,22125
Louisiana,Rating Area 5,East Feliciana Parish,EAST FELICIANA,NULL,Counties,1,LA,22037
Louisiana,Rating Area 5,Ascension Parish,ASCENSION,NULL,Counties,1,LA,22005
Louisiana,Rating Area 5,Livingston Parish,LIVINGSTON,NULL,Counties,1,LA,22063
Louisiana,Rating Area 5,St. Helena Parish,SAINT HELENA,NULL,Counties,1,LA,22091
Louisiana,Rating Area 5,Tangipahoa Parish,TANGIPAHOA,NULL,Counties,1,LA,22105
Louisiana,Rating Area 5,Washington Parish,WASHINGTON,NULL,Counties,1,LA,22117
Louisiana,Rating Area 6,Rapides Parish,RAPIDES,NULL,Counties,1,LA,22079
Louisiana,Rating Area 6,Vernon Parish,VERNON,NULL,Counties,1,LA,22115
Louisiana,Rating Area 6,Avoyelles Parish,AVOYELLES,NULL,Counties,1,LA,22009
Louisiana,Rating Area 6,Concordia Parish,CONCORDIA,NULL,Counties,1,LA,22029
Louisiana,Rating Area 6,Catahoula Parish,CATAHOULA,NULL,Counties,1,LA,22025
Louisiana,Rating Area 6,LaSalle Parish,LA SALLE,NULL,Counties,1,LA,22059
