SRVC_CD,SRVC_TYPE_CD,SRVC_CD_EFCTV_STRT_DT,SRVC_CD_EFCTV_END_DT,CPT_HCPCSELGBL_RISKADJSTMT_IND
46280,03,2014-01-01,9999-12-31,Y
46285,03,2014-01-01,9999-12-31,Y
46288,03,2014-01-01,9999-12-31,Y
46320,03,2014-01-01,9999-12-31,Y
46500,03,2014-01-01,9999-12-31,Y
46505,03,2014-01-01,9999-12-31,Y
46600,03,2014-01-01,9999-12-31,Y
46601,03,2015-01-01,9999-12-31,Y
46604,03,2014-01-01,9999-12-31,Y
46606,03,2014-01-01,9999-12-31,Y
46607,03,2015-01-01,9999-12-31,Y
46608,03,2014-01-01,9999-12-31,Y
46610,03,2014-01-01,9999-12-31,Y
46611,03,2014-01-01,9999-12-31,Y
46612,03,2014-01-01,9999-12-31,Y
46614,03,2014-01-01,9999-12-31,Y
46615,03,2014-01-01,9999-12-31,Y
46700,03,2014-01-01,9999-12-31,Y
46705,03,2014-01-01,9999-12-31,Y
46706,03,2014-01-01,9999-12-31,Y
46707,03,2014-01-01,9999-12-31,Y
46710,03,2014-01-01,9999-12-31,Y
46712,03,2014-01-01,9999-12-31,Y
46715,03,2014-01-01,9999-12-31,Y
46716,03,2014-01-01,9999-12-31,Y
46730,03,2014-01-01,9999-12-31,Y
46735,03,2014-01-01,9999-12-31,Y
46740,03,2014-01-01,9999-12-31,Y
46742,03,2014-01-01,9999-12-31,Y
12047,03,2014-01-01,9999-12-31,Y
12051,03,2014-01-01,9999-12-31,Y
12052,03,2014-01-01,9999-12-31,Y
12053,03,2014-01-01,9999-12-31,Y
12054,03,2014-01-01,9999-12-31,Y
12055,03,2014-01-01,9999-12-31,Y
12056,03,2014-01-01,9999-12-31,Y
12057,03,2014-01-01,9999-12-31,Y
13100,03,2014-01-01,9999-12-31,Y
13101,03,2014-01-01,9999-12-31,Y
13102,03,2014-01-01,9999-12-31,N
13120,03,2014-01-01,9999-12-31,Y
13121,03,2014-01-01,9999-12-31,Y
13122,03,2014-01-01,9999-12-31,N
13131,03,2014-01-01,9999-12-31,Y
13132,03,2014-01-01,9999-12-31,Y
13133,03,2014-01-01,9999-12-31,N
13151,03,2014-01-01,9999-12-31,Y
13152,03,2014-01-01,9999-12-31,Y
13153,03,2014-01-01,9999-12-31,N
13160,03,2014-01-01,9999-12-31,Y
14000,03,2014-01-01,9999-12-31,Y
14001,03,2014-01-01,9999-12-31,Y
14020,03,2014-01-01,9999-12-31,Y
14021,03,2014-01-01,9999-12-31,Y
14040,03,2014-01-01,9999-12-31,Y
14041,03,2014-01-01,9999-12-31,Y
14060,03,2014-01-01,9999-12-31,Y
14061,03,2014-01-01,9999-12-31,Y
14301,03,2014-01-01,9999-12-31,Y
14302,03,2014-01-01,9999-12-31,N
14350,03,2014-01-01,9999-12-31,Y
15002,03,2014-01-01,9999-12-31,N
15003,03,2014-01-01,9999-12-31,N
15004,03,2014-01-01,9999-12-31,N
15005,03,2014-01-01,9999-12-31,N
15040,03,2014-01-01,9999-12-31,Y
15050,03,2014-01-01,9999-12-31,Y
15100,03,2014-01-01,9999-12-31,Y
15101,03,2014-01-01,9999-12-31,N
15110,03,2014-01-01,9999-12-31,Y
15111,03,2014-01-01,9999-12-31,N
15115,03,2014-01-01,9999-12-31,Y
15116,03,2014-01-01,9999-12-31,N
15120,03,2014-01-01,9999-12-31,Y
15121,03,2014-01-01,9999-12-31,N
15130,03,2014-01-01,9999-12-31,Y
15131,03,2014-01-01,9999-12-31,N
15135,03,2014-01-01,9999-12-31,Y
15136,03,2014-01-01,9999-12-31,N
15150,03,2014-01-01,9999-12-31,Y
15151,03,2014-01-01,9999-12-31,N
15152,03,2014-01-01,9999-12-31,N
15155,03,2014-01-01,9999-12-31,Y
15156,03,2014-01-01,9999-12-31,N
15157,03,2014-01-01,9999-12-31,N
15170,03,2014-01-01,2015-12-31,N
15171,03,2014-01-01,2015-12-31,N
15175,03,2014-01-01,2015-12-31,N
15176,03,2014-01-01,2015-12-31,N
15200,03,2014-01-01,9999-12-31,Y
15201,03,2014-01-01,9999-12-31,N
15220,03,2014-01-01,9999-12-31,Y
15221,03,2014-01-01,9999-12-31,N
15240,03,2014-01-01,9999-12-31,Y
15241,03,2014-01-01,9999-12-31,N
15260,03,2014-01-01,9999-12-31,Y
15261,03,2014-01-01,9999-12-31,N
15271,03,2014-01-01,9999-12-31,Y
15272,03,2014-01-01,9999-12-31,N
15273,03,2014-01-01,9999-12-31,Y
15274,03,2014-01-01,9999-12-31,N
15275,03,2014-01-01,9999-12-31,Y
15276,03,2014-01-01,9999-12-31,N
15277,03,2014-01-01,9999-12-31,Y
15278,03,2014-01-01,9999-12-31,N
15300,03,2014-01-01,2015-12-31,N
15301,03,2014-01-01,2015-12-31,N
15320,03,2014-01-01,2015-12-31,N
15321,03,2014-01-01,2015-12-31,N
15330,03,2014-01-01,2015-12-31,N
15331,03,2014-01-01,2015-12-31,N
15335,03,2014-01-01,2015-12-31,N
15336,03,2014-01-01,2015-12-31,N
15340,03,2014-01-01,2015-12-31,N
15341,03,2014-01-01,2015-12-31,N
15360,03,2014-01-01,2015-12-31,N
15361,03,2014-01-01,2015-12-31,N
15365,03,2014-01-01,2015-12-31,N
15366,03,2014-01-01,2015-12-31,N
15400,03,2014-01-01,2015-12-31,N
15401,03,2014-01-01,2015-12-31,N
15420,03,2014-01-01,2015-12-31,N
15421,03,2014-01-01,2015-12-31,N
15430,03,2014-01-01,2015-12-31,N
15431,03,2014-01-01,2015-12-31,N
15570,03,2014-01-01,9999-12-31,Y
15572,03,2014-01-01,9999-12-31,Y
15574,03,2014-01-01,9999-12-31,Y
15576,03,2014-01-01,9999-12-31,Y
15600,03,2014-01-01,9999-12-31,Y
15610,03,2014-01-01,9999-12-31,Y
15620,03,2014-01-01,9999-12-31,Y
15630,03,2014-01-01,9999-12-31,Y
15650,03,2014-01-01,9999-12-31,Y
15731,03,2014-01-01,9999-12-31,Y
15732,03,2014-01-01,2017-12-31,N
15734,03,2014-01-01,9999-12-31,Y
15736,03,2014-01-01,9999-12-31,Y
15738,03,2014-01-01,9999-12-31,Y
15740,03,2014-01-01,9999-12-31,Y
15750,03,2014-01-01,9999-12-31,Y
15756,03,2014-01-01,9999-12-31,Y
15757,03,2014-01-01,9999-12-31,Y
15758,03,2014-01-01,9999-12-31,Y
15760,03,2014-01-01,9999-12-31,Y
15770,03,2014-01-01,9999-12-31,Y
15775,03,2014-01-01,9999-12-31,Y
15776,03,2014-01-01,9999-12-31,Y
15777,03,2014-01-01,9999-12-31,N
15780,03,2014-01-01,9999-12-31,Y
15781,03,2014-01-01,9999-12-31,Y
15782,03,2014-01-01,9999-12-31,Y
15783,03,2014-01-01,9999-12-31,Y
15786,03,2014-01-01,9999-12-31,Y
15787,03,2014-01-01,9999-12-31,N
15788,03,2014-01-01,9999-12-31,Y
15789,03,2014-01-01,9999-12-31,Y
15792,03,2014-01-01,9999-12-31,Y
15793,03,2014-01-01,9999-12-31,Y
15819,03,2014-01-01,9999-12-31,Y
15820,03,2014-01-01,9999-12-31,Y
15821,03,2014-01-01,9999-12-31,Y
15822,03,2014-01-01,9999-12-31,Y
15823,03,2014-01-01,9999-12-31,Y
15824,03,2014-01-01,9999-12-31,Y
15825,03,2014-01-01,9999-12-31,Y
15826,03,2014-01-01,9999-12-31,Y
15828,03,2014-01-01,9999-12-31,Y
15829,03,2014-01-01,9999-12-31,Y
15830,03,2014-01-01,9999-12-31,Y
17004,03,2014-01-01,9999-12-31,Y
17106,03,2014-01-01,9999-12-31,Y
17107,03,2014-01-01,9999-12-31,Y
17108,03,2014-01-01,9999-12-31,Y
17110,03,2014-01-01,9999-12-31,Y
17111,03,2014-01-01,9999-12-31,Y
17250,03,2014-01-01,9999-12-31,Y
17260,03,2014-01-01,9999-12-31,Y
17261,03,2014-01-01,9999-12-31,Y
17262,03,2014-01-01,9999-12-31,Y
17263,03,2014-01-01,9999-12-31,Y
17264,03,2014-01-01,9999-12-31,Y
17266,03,2014-01-01,9999-12-31,Y
17270,03,2014-01-01,9999-12-31,Y
17271,03,2014-01-01,9999-12-31,Y
17272,03,2014-01-01,9999-12-31,Y
17273,03,2014-01-01,9999-12-31,Y
17274,03,2014-01-01,9999-12-31,Y
17276,03,2014-01-01,9999-12-31,Y
17280,03,2014-01-01,9999-12-31,Y
17281,03,2014-01-01,9999-12-31,Y
17282,03,2014-01-01,9999-12-31,Y
17283,03,2014-01-01,9999-12-31,Y
17284,03,2014-01-01,9999-12-31,Y
17286,03,2014-01-01,9999-12-31,Y
17311,03,2014-01-01,9999-12-31,Y
17312,03,2014-01-01,9999-12-31,N
17313,03,2014-01-01,9999-12-31,Y
17314,03,2014-01-01,9999-12-31,N
17315,03,2014-01-01,9999-12-31,N
17340,03,2014-01-01,9999-12-31,Y
17360,03,2014-01-01,9999-12-31,Y
17380,03,2014-01-01,9999-12-31,Y
17999,03,2014-01-01,9999-12-31,Y
19000,03,2014-01-01,9999-12-31,Y
19001,03,2014-01-01,9999-12-31,N
19020,03,2014-01-01,9999-12-31,Y
19030,03,2014-01-01,9999-12-31,N
19081,03,2014-01-01,9999-12-31,N
19082,03,2014-01-01,9999-12-31,N
19083,03,2014-01-01,9999-12-31,N
19084,03,2014-01-01,9999-12-31,N
19085,03,2014-01-01,9999-12-31,N
19086,03,2014-01-01,9999-12-31,N
19100,03,2014-01-01,9999-12-31,N
19101,03,2014-01-01,9999-12-31,N
19105,03,2014-01-01,9999-12-31,Y
19110,03,2014-01-01,9999-12-31,Y
19112,03,2014-01-01,9999-12-31,Y
19120,03,2014-01-01,9999-12-31,Y
19125,03,2014-01-01,9999-12-31,Y
19126,03,2014-01-01,9999-12-31,N
19260,03,2014-01-01,2019-12-31,N
19271,03,2014-01-01,2019-12-31,N
19272,03,2014-01-01,2019-12-31,N
0505T,03,2018-07-01,9999-12-31,Y
C9469,03,2018-04-01,2018-06-30,N
0509T,03,2019-01-01,9999-12-31,Y
0510T,03,2019-01-01,9999-12-31,Y
0511T,03,2019-01-01,9999-12-31,Y
0512T,03,2019-01-01,9999-12-31,Y
0513T,03,2019-01-01,9999-12-31,N
0514T,03,2019-01-01,9999-12-31,N
0515T,03,2019-01-01,9999-12-31,Y
0516T,03,2019-01-01,9999-12-31,Y
0517T,03,2019-01-01,9999-12-31,Y
11983,03,2014-01-01,9999-12-31,Y
12001,03,2014-01-01,9999-12-31,Y
12002,03,2014-01-01,9999-12-31,Y
12004,03,2014-01-01,9999-12-31,Y
12005,03,2014-01-01,9999-12-31,Y
12006,03,2014-01-01,9999-12-31,Y
12007,03,2014-01-01,9999-12-31,Y
12011,03,2014-01-01,9999-12-31,Y
12013,03,2014-01-01,9999-12-31,Y
12014,03,2014-01-01,9999-12-31,Y
12015,03,2014-01-01,9999-12-31,Y
12016,03,2014-01-01,9999-12-31,Y
12017,03,2014-01-01,9999-12-31,Y
12018,03,2014-01-01,9999-12-31,Y
12020,03,2014-01-01,9999-12-31,Y
12021,03,2014-01-01,9999-12-31,Y
12031,03,2014-01-01,9999-12-31,Y
12032,03,2014-01-01,9999-12-31,Y
12034,03,2014-01-01,9999-12-31,Y
12035,03,2014-01-01,9999-12-31,Y
12036,03,2014-01-01,9999-12-31,Y
12037,03,2014-01-01,9999-12-31,Y
12041,03,2014-01-01,9999-12-31,Y
12042,03,2014-01-01,9999-12-31,Y
12044,03,2014-01-01,9999-12-31,Y
12045,03,2014-01-01,9999-12-31,Y
12046,03,2014-01-01,9999-12-31,Y
19281,03,2014-01-01,9999-12-31,N
19282,03,2014-01-01,9999-12-31,N
19283,03,2014-01-01,9999-12-31,N
19284,03,2014-01-01,9999-12-31,N
19285,03,2014-01-01,9999-12-31,N
19286,03,2014-01-01,9999-12-31,N
19287,03,2014-01-01,9999-12-31,N
19288,03,2014-01-01,9999-12-31,N
19296,03,2014-01-01,9999-12-31,Y
19297,03,2014-01-01,9999-12-31,N
19298,03,2014-01-01,9999-12-31,Y
19300,03,2014-01-01,9999-12-31,Y
19301,03,2014-01-01,9999-12-31,Y
19302,03,2014-01-01,9999-12-31,Y
19303,03,2014-01-01,9999-12-31,Y
19304,03,2014-01-01,2019-12-31,N
19305,03,2014-01-01,9999-12-31,Y
19306,03,2014-01-01,9999-12-31,Y
19307,03,2014-01-01,9999-12-31,Y
19316,03,2014-01-01,9999-12-31,Y
19318,03,2014-01-01,9999-12-31,Y
19324,03,2014-01-01,2020-12-31,N
19325,03,2014-01-01,9999-12-31,Y
19328,03,2014-01-01,9999-12-31,Y
19330,03,2014-01-01,9999-12-31,Y
19340,03,2014-01-01,9999-12-31,Y
19342,03,2014-01-01,9999-12-31,Y
19350,03,2014-01-01,9999-12-31,Y
19355,03,2014-01-01,9999-12-31,Y
19357,03,2014-01-01,9999-12-31,Y
19361,03,2014-01-01,9999-12-31,Y
19364,03,2014-01-01,9999-12-31,Y
19366,03,2014-01-01,2020-12-31,N
19367,03,2014-01-01,9999-12-31,Y
19368,03,2014-01-01,9999-12-31,Y
19369,03,2014-01-01,9999-12-31,Y
19370,03,2014-01-01,9999-12-31,Y
19371,03,2014-01-01,9999-12-31,Y
19380,03,2014-01-01,9999-12-31,Y
19396,03,2014-01-01,9999-12-31,Y
19499,03,2014-01-01,9999-12-31,Y
20000,03,2014-01-01,2015-12-31,N
20005,03,2014-01-01,2018-12-31,N
20100,03,2014-01-01,9999-12-31,Y
20101,03,2014-01-01,9999-12-31,Y
20102,03,2014-01-01,9999-12-31,Y
20103,03,2014-01-01,9999-12-31,Y
20150,03,2014-01-01,9999-12-31,Y
20200,03,2014-01-01,9999-12-31,N
20205,03,2014-01-01,9999-12-31,N
20206,03,2014-01-01,9999-12-31,N
20220,03,2014-01-01,9999-12-31,N
20225,03,2014-01-01,9999-12-31,N
20240,03,2014-01-01,9999-12-31,N
20245,03,2014-01-01,9999-12-31,N
20250,03,2014-01-01,9999-12-31,N
20251,03,2014-01-01,9999-12-31,N
20500,03,2014-01-01,9999-12-31,Y
20501,03,2014-01-01,9999-12-31,N
20520,03,2014-01-01,9999-12-31,Y
20525,03,2014-01-01,9999-12-31,Y
20526,03,2014-01-01,9999-12-31,Y
20527,03,2014-01-01,9999-12-31,Y
20550,03,2014-01-01,9999-12-31,Y
20551,03,2014-01-01,9999-12-31,Y
20552,03,2014-01-01,9999-12-31,Y
20553,03,2014-01-01,9999-12-31,Y
20555,03,2014-01-01,9999-12-31,Y
20600,03,2014-01-01,9999-12-31,Y
20604,03,2015-01-01,9999-12-31,Y
20605,03,2014-01-01,9999-12-31,Y
20606,03,2015-01-01,9999-12-31,Y
20610,03,2014-01-01,9999-12-31,Y
20611,03,2015-01-01,9999-12-31,Y
20612,03,2014-01-01,9999-12-31,Y
20615,03,2014-01-01,9999-12-31,Y
20650,03,2014-01-01,9999-12-31,Y
20660,03,2014-01-01,9999-12-31,Y
20661,03,2014-01-01,9999-12-31,Y
20662,03,2014-01-01,9999-12-31,Y
20663,03,2014-01-01,9999-12-31,Y
20664,03,2014-01-01,9999-12-31,Y
20665,03,2014-01-01,9999-12-31,Y
20670,03,2014-01-01,9999-12-31,Y
20680,03,2014-01-01,9999-12-31,Y
20690,03,2014-01-01,9999-12-31,Y
20692,03,2014-01-01,9999-12-31,Y
20693,03,2014-01-01,9999-12-31,Y
20694,03,2014-01-01,9999-12-31,Y
20696,03,2014-01-01,9999-12-31,Y
20697,03,2014-01-01,9999-12-31,Y
20802,03,2014-01-01,9999-12-31,Y
20805,03,2014-01-01,9999-12-31,Y
20808,03,2014-01-01,9999-12-31,Y
20816,03,2014-01-01,9999-12-31,Y
20822,03,2014-01-01,9999-12-31,Y
20824,03,2014-01-01,9999-12-31,Y
20827,03,2014-01-01,9999-12-31,Y
20838,03,2014-01-01,9999-12-31,Y
20900,03,2014-01-01,9999-12-31,N
20902,03,2014-01-01,9999-12-31,N
20910,03,2014-01-01,9999-12-31,Y
20912,03,2014-01-01,9999-12-31,Y
20920,03,2014-01-01,9999-12-31,Y
20922,03,2014-01-01,9999-12-31,Y
20924,03,2014-01-01,9999-12-31,Y
20926,03,2014-01-01,2019-12-31,N
20930,03,2014-01-01,9999-12-31,N
20931,03,2014-01-01,9999-12-31,N
20936,03,2014-01-01,9999-12-31,N
20937,03,2014-01-01,9999-12-31,N
20938,03,2014-01-01,9999-12-31,N
20950,03,2014-01-01,9999-12-31,Y
20955,03,2014-01-01,9999-12-31,Y
20956,03,2014-01-01,9999-12-31,Y
20957,03,2014-01-01,9999-12-31,Y
20962,03,2014-01-01,9999-12-31,Y
20969,03,2014-01-01,9999-12-31,Y
20970,03,2014-01-01,9999-12-31,Y
20972,03,2014-01-01,9999-12-31,Y
20973,03,2014-01-01,9999-12-31,Y
20974,03,2014-01-01,9999-12-31,Y
20975,03,2014-01-01,9999-12-31,Y
20979,03,2014-01-01,9999-12-31,Y
20982,03,2014-01-01,9999-12-31,Y
20983,03,2015-01-01,9999-12-31,Y
20985,03,2014-01-01,9999-12-31,N
20999,03,2014-01-01,9999-12-31,Y
21010,03,2014-01-01,9999-12-31,Y
21011,03,2014-01-01,9999-12-31,Y
21012,03,2014-01-01,9999-12-31,Y
21013,03,2014-01-01,9999-12-31,Y
21014,03,2014-01-01,9999-12-31,Y
21015,03,2014-01-01,9999-12-31,Y
21016,03,2014-01-01,9999-12-31,Y
21025,03,2014-01-01,9999-12-31,Y
21026,03,2014-01-01,9999-12-31,Y
21029,03,2014-01-01,9999-12-31,Y
21030,03,2014-01-01,9999-12-31,Y
21031,03,2014-01-01,9999-12-31,Y
21032,03,2014-01-01,9999-12-31,Y
21034,03,2014-01-01,9999-12-31,Y
21040,03,2014-01-01,9999-12-31,Y
21044,03,2014-01-01,9999-12-31,Y
21045,03,2014-01-01,9999-12-31,Y
21046,03,2014-01-01,9999-12-31,Y
21047,03,2014-01-01,9999-12-31,Y
21048,03,2014-01-01,9999-12-31,Y
21049,03,2014-01-01,9999-12-31,Y
21050,03,2014-01-01,9999-12-31,Y
21060,03,2014-01-01,9999-12-31,Y
21070,03,2014-01-01,9999-12-31,Y
21073,03,2014-01-01,9999-12-31,Y
21076,03,2014-01-01,9999-12-31,Y
21077,03,2014-01-01,9999-12-31,Y
21079,03,2014-01-01,9999-12-31,Y
21080,03,2014-01-01,9999-12-31,Y
21081,03,2014-01-01,9999-12-31,Y
21082,03,2014-01-01,9999-12-31,Y
21083,03,2014-01-01,9999-12-31,Y
21084,03,2014-01-01,9999-12-31,Y
21085,03,2014-01-01,9999-12-31,Y
21086,03,2014-01-01,9999-12-31,Y
21087,03,2014-01-01,9999-12-31,Y
21088,03,2014-01-01,9999-12-31,Y
21089,03,2014-01-01,9999-12-31,Y
21100,03,2014-01-01,9999-12-31,Y
21110,03,2014-01-01,9999-12-31,Y
21116,03,2014-01-01,9999-12-31,N
21120,03,2014-01-01,9999-12-31,Y
21121,03,2014-01-01,9999-12-31,Y
21122,03,2014-01-01,9999-12-31,Y
21123,03,2014-01-01,9999-12-31,Y
21125,03,2014-01-01,9999-12-31,Y
21127,03,2014-01-01,9999-12-31,Y
21137,03,2014-01-01,9999-12-31,Y
21138,03,2014-01-01,9999-12-31,Y
21139,03,2014-01-01,9999-12-31,Y
21141,03,2014-01-01,9999-12-31,Y
21142,03,2014-01-01,9999-12-31,Y
22554,03,2014-01-01,9999-12-31,Y
22556,03,2014-01-01,9999-12-31,Y
22558,03,2014-01-01,9999-12-31,Y
22585,03,2014-01-01,9999-12-31,N
22586,03,2014-01-01,9999-12-31,Y
22590,03,2014-01-01,9999-12-31,Y
22595,03,2014-01-01,9999-12-31,Y
22600,03,2014-01-01,9999-12-31,Y
22610,03,2014-01-01,9999-12-31,Y
22612,03,2014-01-01,9999-12-31,Y
22614,03,2014-01-01,9999-12-31,N
22630,03,2014-01-01,9999-12-31,Y
22632,03,2014-01-01,9999-12-31,N
22633,03,2014-01-01,9999-12-31,Y
22634,03,2014-01-01,9999-12-31,N
22800,03,2014-01-01,9999-12-31,Y
22802,03,2014-01-01,9999-12-31,Y
22804,03,2014-01-01,9999-12-31,Y
22808,03,2014-01-01,9999-12-31,Y
22810,03,2014-01-01,9999-12-31,Y
22812,03,2014-01-01,9999-12-31,Y
22818,03,2014-01-01,9999-12-31,Y
22819,03,2014-01-01,9999-12-31,Y
22830,03,2014-01-01,9999-12-31,Y
22840,03,2014-01-01,9999-12-31,N
22841,03,2014-01-01,9999-12-31,N
22842,03,2014-01-01,9999-12-31,N
22843,03,2014-01-01,9999-12-31,N
22844,03,2014-01-01,9999-12-31,N
22845,03,2014-01-01,9999-12-31,N
22846,03,2014-01-01,9999-12-31,N
22847,03,2014-01-01,9999-12-31,N
22848,03,2014-01-01,9999-12-31,N
22849,03,2014-01-01,9999-12-31,Y
22850,03,2014-01-01,9999-12-31,Y
22851,03,2014-01-01,2016-12-31,N
22852,03,2014-01-01,9999-12-31,Y
22855,03,2014-01-01,9999-12-31,Y
22856,03,2014-01-01,9999-12-31,Y
22857,03,2014-01-01,9999-12-31,Y
22858,03,2015-01-01,9999-12-31,N
22861,03,2014-01-01,9999-12-31,Y
22862,03,2014-01-01,9999-12-31,Y
22864,03,2014-01-01,9999-12-31,Y
22865,03,2014-01-01,9999-12-31,Y
22899,03,2014-01-01,9999-12-31,Y
22900,03,2014-01-01,9999-12-31,Y
22901,03,2014-01-01,9999-12-31,Y
22902,03,2014-01-01,9999-12-31,Y
22903,03,2014-01-01,9999-12-31,Y
22904,03,2014-01-01,9999-12-31,Y
22905,03,2014-01-01,9999-12-31,Y
22999,03,2014-01-01,9999-12-31,Y
23000,03,2014-01-01,9999-12-31,Y
23020,03,2014-01-01,9999-12-31,Y
23030,03,2014-01-01,9999-12-31,Y
23031,03,2014-01-01,9999-12-31,Y
23035,03,2014-01-01,9999-12-31,Y
23040,03,2014-01-01,9999-12-31,Y
23044,03,2014-01-01,9999-12-31,Y
23065,03,2014-01-01,9999-12-31,N
23066,03,2014-01-01,9999-12-31,N
23071,03,2014-01-01,9999-12-31,Y
23073,03,2014-01-01,9999-12-31,Y
23075,03,2014-01-01,9999-12-31,Y
23076,03,2014-01-01,9999-12-31,Y
23077,03,2014-01-01,9999-12-31,Y
23078,03,2014-01-01,9999-12-31,Y
23100,03,2014-01-01,9999-12-31,Y
23101,03,2014-01-01,9999-12-31,Y
23105,03,2014-01-01,9999-12-31,Y
23106,03,2014-01-01,9999-12-31,Y
23107,03,2014-01-01,9999-12-31,Y
23120,03,2014-01-01,9999-12-31,Y
23125,03,2014-01-01,9999-12-31,Y
23130,03,2014-01-01,9999-12-31,Y
23140,03,2014-01-01,9999-12-31,Y
23145,03,2014-01-01,9999-12-31,Y
23146,03,2014-01-01,9999-12-31,Y
23150,03,2014-01-01,9999-12-31,Y
23155,03,2014-01-01,9999-12-31,Y
23156,03,2014-01-01,9999-12-31,Y
23170,03,2014-01-01,9999-12-31,Y
23172,03,2014-01-01,9999-12-31,Y
23174,03,2014-01-01,9999-12-31,Y
23180,03,2014-01-01,9999-12-31,Y
23182,03,2014-01-01,9999-12-31,Y
23184,03,2014-01-01,9999-12-31,Y
23190,03,2014-01-01,9999-12-31,Y
23195,03,2014-01-01,9999-12-31,Y
23200,03,2014-01-01,9999-12-31,Y
23210,03,2014-01-01,9999-12-31,Y
23220,03,2014-01-01,9999-12-31,Y
23330,03,2014-01-01,9999-12-31,Y
23333,03,2014-01-01,9999-12-31,Y
23334,03,2014-01-01,9999-12-31,Y
23335,03,2014-01-01,9999-12-31,Y
23350,03,2014-01-01,9999-12-31,N
23395,03,2014-01-01,9999-12-31,Y
23397,03,2014-01-01,9999-12-31,Y
23400,03,2014-01-01,9999-12-31,Y
23405,03,2014-01-01,9999-12-31,Y
23406,03,2014-01-01,9999-12-31,Y
23410,03,2014-01-01,9999-12-31,Y
23412,03,2014-01-01,9999-12-31,Y
23415,03,2014-01-01,9999-12-31,Y
23420,03,2014-01-01,9999-12-31,Y
23430,03,2014-01-01,9999-12-31,Y
23440,03,2014-01-01,9999-12-31,Y
23450,03,2014-01-01,9999-12-31,Y
23455,03,2014-01-01,9999-12-31,Y
23460,03,2014-01-01,9999-12-31,Y
23462,03,2014-01-01,9999-12-31,Y
23465,03,2014-01-01,9999-12-31,Y
23466,03,2014-01-01,9999-12-31,Y
23470,03,2014-01-01,9999-12-31,Y
23472,03,2014-01-01,9999-12-31,Y
23473,03,2014-01-01,9999-12-31,Y
23474,03,2014-01-01,9999-12-31,Y
23480,03,2014-01-01,9999-12-31,Y
23485,03,2014-01-01,9999-12-31,Y
23490,03,2014-01-01,9999-12-31,Y
23491,03,2014-01-01,9999-12-31,Y
23500,03,2014-01-01,9999-12-31,Y
23505,03,2014-01-01,9999-12-31,Y
23515,03,2014-01-01,9999-12-31,Y
23520,03,2014-01-01,9999-12-31,Y
23525,03,2014-01-01,9999-12-31,Y
23530,03,2014-01-01,9999-12-31,Y
23532,03,2014-01-01,9999-12-31,Y
23540,03,2014-01-01,9999-12-31,Y
23545,03,2014-01-01,9999-12-31,Y
23550,03,2014-01-01,9999-12-31,Y
23552,03,2014-01-01,9999-12-31,Y
23570,03,2014-01-01,9999-12-31,Y
23575,03,2014-01-01,9999-12-31,Y
23585,03,2014-01-01,9999-12-31,Y
23600,03,2014-01-01,9999-12-31,Y
23605,03,2014-01-01,9999-12-31,Y
23615,03,2014-01-01,9999-12-31,Y
23616,03,2014-01-01,9999-12-31,Y
23620,03,2014-01-01,9999-12-31,Y
23625,03,2014-01-01,9999-12-31,Y
23630,03,2014-01-01,9999-12-31,Y
23650,03,2014-01-01,9999-12-31,Y
23655,03,2014-01-01,9999-12-31,Y
23660,03,2014-01-01,9999-12-31,Y
23665,03,2014-01-01,9999-12-31,Y
23670,03,2014-01-01,9999-12-31,Y
23675,03,2014-01-01,9999-12-31,Y
23680,03,2014-01-01,9999-12-31,Y
23700,03,2014-01-01,9999-12-31,Y
23800,03,2014-01-01,9999-12-31,Y
23802,03,2014-01-01,9999-12-31,Y
23900,03,2014-01-01,9999-12-31,Y
23920,03,2014-01-01,9999-12-31,Y
23921,03,2014-01-01,9999-12-31,Y
23929,03,2014-01-01,9999-12-31,Y
23930,03,2014-01-01,9999-12-31,Y
23931,03,2014-01-01,9999-12-31,Y
23935,03,2014-01-01,9999-12-31,Y
24000,03,2014-01-01,9999-12-31,Y
24006,03,2014-01-01,9999-12-31,Y
24065,03,2014-01-01,9999-12-31,N
24066,03,2014-01-01,9999-12-31,N
24071,03,2014-01-01,9999-12-31,Y
24073,03,2014-01-01,9999-12-31,Y
24075,03,2014-01-01,9999-12-31,Y
24076,03,2014-01-01,9999-12-31,Y
24077,03,2014-01-01,9999-12-31,Y
24079,03,2014-01-01,9999-12-31,Y
24100,03,2014-01-01,9999-12-31,Y
24101,03,2014-01-01,9999-12-31,Y
24102,03,2014-01-01,9999-12-31,Y
24105,03,2014-01-01,9999-12-31,Y
24110,03,2014-01-01,9999-12-31,Y
24115,03,2014-01-01,9999-12-31,Y
24116,03,2014-01-01,9999-12-31,Y
24120,03,2014-01-01,9999-12-31,Y
24125,03,2014-01-01,9999-12-31,Y
24126,03,2014-01-01,9999-12-31,Y
24130,03,2014-01-01,9999-12-31,Y
24134,03,2014-01-01,9999-12-31,Y
24136,03,2014-01-01,9999-12-31,Y
24138,03,2014-01-01,9999-12-31,Y
24140,03,2014-01-01,9999-12-31,Y
24145,03,2014-01-01,9999-12-31,Y
24147,03,2014-01-01,9999-12-31,Y
24149,03,2014-01-01,9999-12-31,Y
24150,03,2014-01-01,9999-12-31,Y
24152,03,2014-01-01,9999-12-31,Y
24155,03,2014-01-01,9999-12-31,Y
24160,03,2014-01-01,9999-12-31,Y
24164,03,2014-01-01,9999-12-31,Y
