DGNS_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT,CC_CD,ACC_CD
C8289,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8290,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8291,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8292,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8293,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8294,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8295,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8296,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8297,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8298,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8299,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8300,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8301,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8302,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8303,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8304,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8305,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8306,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8307,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8308,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8309,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8310,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8311,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8312,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8313,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8314,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8315,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8316,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8317,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8318,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8319,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8330,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8331,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8332,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8333,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8334,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8335,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8336,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8337,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8338,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8339,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8350,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8351,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8352,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8353,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8354,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8355,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8356,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8357,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8358,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8359,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8370,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8371,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8372,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8373,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8374,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8375,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8376,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8377,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8378,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8379,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8380,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8381,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8382,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8383,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8384,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8385,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8386,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8387,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8388,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8389,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8390,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8391,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8392,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8393,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8394,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8395,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8396,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8397,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8398,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8399,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8400,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8401,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8402,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8403,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8404,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8405,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8406,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8407,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8408,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8409,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8410,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8411,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8412,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8413,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8414,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8415,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8416,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8417,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8418,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8419,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8440,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8441,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8442,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8443,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8444,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8445,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8446,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8447,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8448,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8449,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8460,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8461,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8462,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8463,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8464,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8465,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8466,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8467,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8468,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8469,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8470,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8471,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8472,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8473,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8474,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8475,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8476,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8477,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8478,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8479,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8490,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8491,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8492,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8493,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8494,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8495,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8496,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8497,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8498,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8499,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A0,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A1,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A2,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A3,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A4,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A5,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A6,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A7,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A8,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84A9,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z0,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z1,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z2,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z3,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z4,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z5,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z6,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z7,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z8,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C84Z9,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8510,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8511,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8512,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8513,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8514,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8515,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8516,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8517,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8518,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8519,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8520,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8521,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8522,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8523,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8524,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8525,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8526,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8527,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8528,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8529,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8580,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8581,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8582,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8583,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8584,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8585,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8586,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8587,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8588,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8589,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8590,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8591,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8592,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8593,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8594,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8595,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8596,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8597,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8598,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C8599,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C860,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C861,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C862,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C863,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C864,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C865,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C866,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C880,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C882,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C883,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C884,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C888,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C889,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9000,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9001,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9002,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9010,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9011,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9012,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9020,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9021,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9022,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9030,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9031,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9032,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9100,2015-10-01,2026-12-31,0,999,18,999,X,8,0
C9100,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C9101,2015-10-01,2026-12-31,0,999,18,999,X,8,0
C9101,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C9102,2015-10-01,2026-12-31,0,999,18,999,X,8,0
C9102,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C9110,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9111,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9112,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9130,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9131,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9132,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9140,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9141,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9142,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9150,2015-10-01,2026-12-31,15,999,0,999,X,10,0
C9151,2015-10-01,2026-12-31,15,999,0,999,X,10,0
C9152,2015-10-01,2026-12-31,15,999,0,999,X,10,0
C9160,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9161,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9162,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9190,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9191,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9192,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C91A0,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C91A1,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C91A2,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C91Z0,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C91Z1,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C91Z2,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9200,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9201,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9202,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9210,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9211,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9212,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9220,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9221,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9222,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9230,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9231,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9232,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9240,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9241,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9242,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9250,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9251,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9252,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9260,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9261,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9262,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9290,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9291,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9292,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C92A0,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C92A1,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C92A2,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C92Z0,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C92Z1,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C92Z2,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9300,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9301,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9302,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9310,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9311,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9312,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9330,2015-10-01,2026-12-31,0,18,0,999,X,9,0
C9331,2015-10-01,2026-12-31,0,18,0,999,X,9,0
C9332,2015-10-01,2026-12-31,0,18,0,999,X,9,0
C9390,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9391,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9392,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C93Z0,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C93Z1,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C93Z2,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9400,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9401,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9402,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9420,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9421,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9422,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9430,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9431,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9432,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9440,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9441,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C9442,2015-10-01,2026-12-31,0,999,0,999,X,8,0
C946,2015-10-01,2026-12-31,0,999,0,999,X,75,0
C9480,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9481,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9482,2015-10-01,2026-12-31,0,999,0,999,X,9,0
C9500,2015-10-01,2026-12-31,0,999,18,999,X,8,0
C9500,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C9501,2015-10-01,2026-12-31,0,999,18,999,X,8,0
C9501,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C9502,2015-10-01,2026-12-31,0,999,18,999,X,8,0
C9502,2015-10-01,2026-12-31,0,999,0,18,X,9,0
C9510,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9511,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9512,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9590,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9591,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9592,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C960,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C9620,2017-10-01,2026-12-31,0,999,0,999,X,10,0
C9621,2017-10-01,2026-12-31,0,999,0,999,X,10,0
C9622,2017-10-01,2026-12-31,0,999,0,999,X,10,0
C9629,2017-10-01,2026-12-31,0,999,0,999,X,10,0
C964,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C965,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C966,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C969,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C96A,2015-10-01,2026-12-31,0,999,0,999,X,10,0
C96Z,2015-10-01,2026-12-31,0,999,0,999,X,10,0
D030,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0310,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0320,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0321,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0322,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0330,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0339,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D034,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0351,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0352,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0359,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0360,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0361,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0362,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0370,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0371,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D0372,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D038,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D039,2015-10-01,2026-12-31,0,999,0,999,X,13,0
D151,2015-10-01,2026-12-31,0,999,0,999,X,10,0
D1802,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D320,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D321,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D329,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D330,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D331,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D332,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D333,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D334,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D337,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D339,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D352,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D353,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D354,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D420,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D421,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D429,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D430,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D431,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D432,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D433,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D434,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D438,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D439,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D443,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D444,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D445,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D446,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D447,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D45,2015-10-01,2026-12-31,0,999,0,999,X,75,0
D460,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D461,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D4620,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D4621,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D4622,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D464,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D469,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D46A,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D46B,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D46C,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D46Z,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D471,2015-10-01,2026-12-31,0,999,0,999,X,75,0
D473,2015-10-01,2026-12-31,0,999,0,999,X,75,0
D474,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D479,2015-10-01,2026-12-31,0,999,0,999,X,75,0
D47Z1,2015-10-01,2026-12-31,0,999,0,999,X,67,0
D47Z2,2016-10-01,2026-12-31,0,999,0,999,X,75,0
D47Z9,2015-10-01,2026-12-31,0,999,0,999,X,75,0
D496,2015-10-01,2026-12-31,0,999,0,999,X,12,0
D561,2015-10-01,2026-12-31,0,999,0,999,X,71,0
D565,2015-10-01,2026-12-31,0,999,0,999,X,71,0
D5700,2015-10-01,2026-12-31,0,999,0,999,X,70,0
D5701,2015-10-01,2026-12-31,0,999,0,999,X,70,0
D5702,2015-10-01,2026-12-31,0,999,0,999,X,70,0
D571,2015-10-01,2026-12-31,0,999,0,999,X,70,0
D590,2015-10-01,2026-12-31,0,999,0,999,X,69,0
D592,2015-10-01,2026-12-31,0,999,0,999,X,69,0
D593,2015-10-01,2022-09-30,0,999,0,999,X,69,0
D594,2015-10-01,2026-12-31,0,999,0,999,X,69,0
D595,2015-10-01,2026-12-31,0,999,0,999,X,69,0
D596,2015-10-01,2026-12-31,0,999,0,999,X,69,0
D598,2015-10-01,2026-12-31,0,999,0,999,X,69,0
D599,2015-10-01,2026-12-31,0,999,0,999,X,69,0
D600,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D601,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D608,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D609,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D6101,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D6109,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D611,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D612,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D613,2015-10-01,2026-12-31,0,999,0,999,X,68,0
D6182,2015-10-01,2026-12-31,0,999,0,999,X,68,0
